seed,borrower_id,group_id,split
42,669,66,train
42,670,67,train
42,671,67,train
42,672,67,train
42,673,67,train
42,674,67,train
42,675,67,train
42,676,67,train
42,677,67,train
42,678,67,train
42,679,67,train
42,690,69,train
42,691,69,train
42,692,69,train
42,693,69,train
42,694,69,train
42,695,69,train
42,696,69,train
42,697,69,train
42,698,69,train
42,699,69,train
42,720,72,train
42,721,72,train
42,722,72,train
42,723,72,train
42,724,72,train
42,725,72,train
42,726,72,train
42,727,72,train
42,728,72,train
42,729,72,train
42,730,73,train
42,731,73,train
42,732,73,train
42,733,73,train
42,734,73,train
42,735,73,train
42,736,73,train
42,737,73,train
42,738,73,train
42,739,73,train
42,750,75,train
42,751,75,train
42,752,75,train
42,753,75,train
42,754,75,train
42,755,75,train
42,756,75,train
42,757,75,train
42,758,75,train
42,759,75,train
42,760,76,train
42,761,76,train
42,762,76,train
42,763,76,train
42,764,76,train
42,765,76,train
42,766,76,train
42,767,76,train
42,768,76,train
42,769,76,train
42,770,77,train
42,771,77,train
42,772,77,train
42,773,77,train
42,774,77,train
42,775,77,train
42,776,77,train
42,777,77,train
42,778,77,train
42,779,77,train
42,780,78,train
42,781,78,train
42,782,78,train
42,783,78,train
42,784,78,train
42,785,78,train
42,786,78,train
42,787,78,train
42,788,78,train
42,789,78,train
42,810,81,train
42,811,81,train
42,812,81,train
42,813,81,train
42,814,81,train
42,815,81,train
42,816,81,train
42,817,81,train
42,818,81,train
42,819,81,train
42,850,85,train
42,851,85,train
42,852,85,train
42,853,85,train
42,854,85,train
42,855,85,train
42,856,85,train
42,857,85,train
42,858,85,train
42,859,85,train
42,860,86,train
42,861,86,train
42,862,86,train
42,863,86,train
42,864,86,train
42,865,86,train
42,866,86,train
42,867,86,train
42,868,86,train
42,869,86,train
42,880,88,train
42,881,88,train
42,882,88,train
42,883,88,train
42,884,88,train
42,885,88,train
42,886,88,train
42,887,88,train
42,888,88,train
42,889,88,train
42,890,89,train
42,891,89,train
42,892,89,train
42,893,89,train
42,894,89,train
42,895,89,train
42,896,89,train
42,897,89,train
42,898,89,train
42,899,89,train
42,910,91,train
42,911,91,train
42,912,91,train
42,913,91,train
42,914,91,train
42,915,91,train
42,916,91,train
42,917,91,train
42,918,91,train
42,919,91,train
42,920,92,train
42,921,92,train
42,922,92,train
42,923,92,train
42,924,92,train
42,925,92,train
42,926,92,train
42,927,92,train
42,928,92,train
42,929,92,train
42,950,95,train
42,951,95,train
42,952,95,train
42,953,95,train
42,954,95,train
42,955,95,train
42,956,95,train
42,957,95,train
42,958,95,train
42,959,95,train
42,970,97,train
42,971,97,train
42,972,97,train
42,973,97,train
42,974,97,train
42,975,97,train
42,976,97,train
42,977,97,train
42,978,97,train
42,979,97,train
42,980,98,train
42,981,98,train
42,982,98,train
42,983,98,train
42,984,98,train
42,985,98,train
42,986,98,train
42,987,98,train
42,988,98,train
42,989,98,train
42,990,99,train
42,991,99,train
42,992,99,train
42,993,99,train
42,994,99,train
42,995,99,train
42,996,99,train
42,997,99,train
42,998,99,train
42,999,99,train
42,1020,102,train
42,1021,102,train
42,1022,102,train
42,1023,102,train
42,1024,102,train
42,1025,102,train
42,1026,102,train
42,1027,102,train
42,1028,102,train
42,1029,102,train
42,1030,103,train
42,1031,103,train
42,1032,103,train
42,1033,103,train
42,1034,103,train
42,1035,103,train
42,1036,103,train
42,1037,103,train
42,1038,103,train
42,1039,103,train
42,1040,104,train
42,1041,104,train
42,1042,104,train
42,1043,104,train
42,1044,104,train
42,1045,104,train
42,1046,104,train
42,1047,104,train
42,1048,104,train
42,1049,104,train
42,1070,107,train
42,1071,107,train
42,1072,107,train
42,1073,107,train
42,1074,107,train
42,1075,107,train
42,1076,107,train
42,1077,107,train
42,1078,107,train
42,1079,107,train
42,1080,108,train
42,1081,108,train
42,1082,108,train
42,1083,108,train
42,1084,108,train
42,1085,108,train
42,1086,108,train
42,1087,108,train
42,1088,108,train
42,1089,108,train
42,1090,109,train
42,1091,109,train
42,1092,109,train
42,1093,109,train
42,1094,109,train
42,1095,109,train
42,1096,109,train
42,1097,109,train
42,1098,109,train
42,1099,109,train
42,1100,110,train
42,1101,110,train
42,1102,110,train
42,1103,110,train
42,1104,110,train
42,1105,110,train
42,1106,110,train
42,1107,110,train
42,1108,110,train
42,1109,110,train
42,1110,111,train
42,1111,111,train
42,1112,111,train
42,1113,111,train
42,1114,111,train
42,1115,111,train
42,1116,111,train
42,1117,111,train
42,1118,111,train
42,1119,111,train
42,1140,114,train
42,1141,114,train
42,1142,114,train
42,1143,114,train
42,1144,114,train
42,1145,114,train
42,1146,114,train
42,1147,114,train
42,1148,114,train
42,1149,114,train
42,1150,115,train
42,1151,115,train
42,1152,115,train
42,1153,115,train
42,1154,115,train
42,1155,115,train
42,1156,115,train
42,1157,115,train
42,1158,115,train
42,1159,115,train
42,1160,116,train
42,1161,116,train
42,1162,116,train
42,1163,116,train
42,1164,116,train
42,1165,116,train
42,1166,116,train
42,1167,116,train
42,1168,116,train
42,1169,116,train
42,1180,118,train
42,1181,118,train
42,1182,118,train
42,1183,118,train
42,1184,118,train
42,1185,118,train
42,1186,118,train
42,1187,118,train
42,1188,118,train
42,1189,118,train
42,1190,119,train
42,1191,119,train
42,1192,119,train
42,1193,119,train
42,1194,119,train
42,1195,119,train
42,1196,119,train
42,1197,119,train
42,1198,119,train
42,1199,119,train
42,1200,120,train
42,1201,120,train
42,1202,120,train
42,1203,120,train
42,1204,120,train
42,1205,120,train
42,1206,120,train
42,1207,120,train
42,1208,120,train
42,1209,120,train
42,1220,122,train
42,1221,122,train
42,1222,122,train
42,1223,122,train
42,1224,122,train
42,1225,122,train
42,1226,122,train
42,1227,122,train
42,1228,122,train
42,1229,122,train
42,1250,125,train
42,1251,125,train
42,1252,125,train
42,1253,125,train
42,1254,125,train
42,1255,125,train
42,1256,125,train
42,1257,125,train
42,1258,125,train
42,1259,125,train
42,1270,127,train
42,1271,127,train
42,1272,127,train
42,1273,127,train
42,1274,127,train
42,1275,127,train
42,1276,127,train
42,1277,127,train
42,1278,127,train
42,1279,127,train
42,1280,128,train
42,1281,128,train
42,1282,128,train
42,1283,128,train
42,1284,128,train
42,1285,128,train
42,1286,128,train
42,1287,128,train
42,1288,128,train
42,1289,128,train
42,1290,129,train
42,1291,129,train
42,1292,129,train
42,1293,129,train
42,1294,129,train
42,1295,129,train
42,1296,129,train
42,1297,129,train
42,1298,129,train
42,1299,129,train
42,1300,130,train
42,1301,130,train
42,1302,130,train
42,1303,130,train
42,1304,130,train
42,1305,130,train
42,1306,130,train
42,1307,130,train
42,1308,130,train
42,1309,130,train
42,1310,131,train
42,1311,131,train
42,1312,131,train
42,1313,131,train
42,1314,131,train
42,1315,131,train
42,1316,131,train
42,1317,131,train
42,1318,131,train
42,1319,131,train
42,1320,132,train
42,1321,132,train
42,1322,132,train
42,1323,132,train
42,1324,132,train
42,1325,132,train
42,1326,132,train
42,1327,132,train
42,1328,132,train
42,1329,132,train
42,1330,133,train
42,1331,133,train
42,1332,133,train
42,1333,133,train
42,1334,133,train
42,1335,133,train
42,1336,133,train
42,1337,133,train
42,1338,133,train
42,1339,133,train
42,1340,134,train
42,1341,134,train
42,1342,134,train
42,1343,134,train
42,1344,134,train
42,1345,134,train
42,1346,134,train
42,1347,134,train
42,1348,134,train
42,1349,134,train
42,1350,135,train
42,1351,135,train
42,1352,135,train
42,1353,135,train
42,1354,135,train
42,1355,135,train
42,1356,135,train
42,1357,135,train
42,1358,135,train
42,1359,135,train
42,1360,136,train
42,1361,136,train
42,1362,136,train
42,1363,136,train
42,1364,136,train
42,1365,136,train
42,1366,136,train
42,1367,136,train
42,1368,136,train
42,1369,136,train
42,1370,137,train
42,1371,137,train
42,1372,137,train
42,1373,137,train
42,1374,137,train
42,1375,137,train
42,1376,137,train
42,1377,137,train
42,1378,137,train
42,1379,137,train
42,1380,138,train
42,1381,138,train
42,1382,138,train
42,1383,138,train
42,1384,138,train
42,1385,138,train
42,1386,138,train
42,1387,138,train
42,1388,138,train
42,1389,138,train
42,1420,142,train
42,1421,142,train
42,1422,142,train
42,1423,142,train
42,1424,142,train
42,1425,142,train
42,1426,142,train
42,1427,142,train
42,1428,142,train
42,1429,142,train
42,1430,143,train
42,1431,143,train
42,1432,143,train
42,1433,143,train
42,1434,143,train
42,1435,143,train
42,1436,143,train
42,1437,143,train
42,1438,143,train
42,1439,143,train
42,1460,146,train
42,1461,146,train
42,1462,146,train
42,1463,146,train
42,1464,146,train
42,1465,146,train
42,1466,146,train
42,1467,146,train
42,1468,146,train
42,1469,146,train
42,1470,147,train
42,1471,147,train
42,1472,147,train
42,1473,147,train
42,1474,147,train
42,1475,147,train
42,1476,147,train
42,1477,147,train
42,1478,147,train
42,1479,147,train
42,1490,149,train
42,1491,149,train
42,1492,149,train
42,1493,149,train
42,1494,149,train
42,1495,149,train
42,1496,149,train
42,1497,149,train
42,1498,149,train
42,1499,149,train
42,1520,152,train
42,1521,152,train
42,1522,152,train
42,1523,152,train
42,1524,152,train
42,1525,152,train
42,1526,152,train
42,1527,152,train
42,1528,152,train
42,1529,152,train
42,1540,154,train
42,1541,154,train
42,1542,154,train
42,1543,154,train
42,1544,154,train
42,1545,154,train
42,1546,154,train
42,1547,154,train
42,1548,154,train
42,1549,154,train
42,1560,156,train
42,1561,156,train
42,1562,156,train
42,1563,156,train
42,1564,156,train
42,1565,156,train
42,1566,156,train
42,1567,156,train
42,1568,156,train
42,1569,156,train
42,1570,157,train
42,1571,157,train
42,1572,157,train
42,1573,157,train
42,1574,157,train
42,1575,157,train
42,1576,157,train
42,1577,157,train
42,1578,157,train
42,1579,157,train
42,1600,160,train
42,1601,160,train
42,1602,160,train
42,1603,160,train
42,1604,160,train
42,1605,160,train
42,1606,160,train
42,1607,160,train
42,1608,160,train
42,1609,160,train
42,1620,162,train
42,1621,162,train
42,1622,162,train
42,1623,162,train
42,1624,162,train
42,1625,162,train
42,1626,162,train
42,1627,162,train
42,1628,162,train
42,1629,162,train
42,1630,163,train
42,1631,163,train
42,1632,163,train
42,1633,163,train
42,1634,163,train
42,1635,163,train
42,1636,163,train
42,1637,163,train
42,1638,163,train
42,1639,163,train
42,1640,164,train
42,1641,164,train
42,1642,164,train
42,1643,164,train
42,1644,164,train
42,1645,164,train
42,1646,164,train
42,1647,164,train
42,1648,164,train
42,1649,164,train
42,1650,165,train
42,1651,165,train
42,1652,165,train
42,1653,165,train
42,1654,165,train
42,1655,165,train
42,1656,165,train
42,1657,165,train
42,1658,165,train
42,1659,165,train
42,1670,167,train
42,1671,167,train
42,1672,167,train
42,1673,167,train
42,1674,167,train
42,1675,167,train
42,1676,167,train
42,1677,167,train
42,1678,167,train
42,1679,167,train
42,1710,171,train
42,1711,171,train
42,1712,171,train
42,1713,171,train
42,1714,171,train
42,1715,171,train
42,1716,171,train
42,1717,171,train
42,1718,171,train
42,1719,171,train
42,1720,172,train
42,1721,172,train
42,1722,172,train
42,1723,172,train
42,1724,172,train
42,1725,172,train
42,1726,172,train
42,1727,172,train
42,1728,172,train
42,1729,172,train
42,1730,173,train
42,1731,173,train
42,1732,173,train
42,1733,173,train
42,1734,173,train
42,1735,173,train
42,1736,173,train
42,1737,173,train
42,1738,173,train
42,1739,173,train
42,1740,174,train
42,1741,174,train
42,1742,174,train
42,1743,174,train
42,1744,174,train
42,1745,174,train
42,1746,174,train
42,1747,174,train
42,1748,174,train
42,1749,174,train
42,1760,176,train
42,1761,176,train
42,1762,176,train
42,1763,176,train
42,1764,176,train
42,1765,176,train
42,1766,176,train
42,1767,176,train
42,1768,176,train
42,1769,176,train
42,1770,177,train
42,1771,177,train
42,1772,177,train
42,1773,177,train
42,1774,177,train
42,1775,177,train
42,1776,177,train
42,1777,177,train
42,1778,177,train
42,1779,177,train
42,1800,180,train
42,1801,180,train
42,1802,180,train
42,1803,180,train
42,1804,180,train
42,1805,180,train
42,1806,180,train
42,1807,180,train
42,1808,180,train
42,1809,180,train
42,1810,181,train
42,1811,181,train
42,1812,181,train
42,1813,181,train
42,1814,181,train
42,1815,181,train
42,1816,181,train
42,1817,181,train
42,1818,181,train
42,1819,181,train
42,1830,183,train
42,1831,183,train
42,1832,183,train
42,1833,183,train
42,1834,183,train
42,1835,183,train
42,1836,183,train
42,1837,183,train
42,1838,183,train
42,1839,183,train
42,1850,185,train
42,1851,185,train
42,1852,185,train
42,1853,185,train
42,1854,185,train
42,1855,185,train
42,1856,185,train
42,1857,185,train
42,1858,185,train
42,1859,185,train
42,1860,186,train
42,1861,186,train
42,1862,186,train
42,1863,186,train
42,1864,186,train
42,1865,186,train
42,1866,186,train
42,1867,186,train
42,1868,186,train
42,1869,186,train
42,1870,187,train
42,1871,187,train
42,1872,187,train
42,1873,187,train
42,1874,187,train
42,1875,187,train
42,1876,187,train
42,1877,187,train
42,1878,187,train
42,1879,187,train
42,1890,189,train
42,1891,189,train
42,1892,189,train
42,1893,189,train
42,1894,189,train
42,1895,189,train
42,1896,189,train
42,1897,189,train
42,1898,189,train
42,1899,189,train
42,1900,190,train
42,1901,190,train
42,1902,190,train
42,1903,190,train
42,1904,190,train
42,1905,190,train
42,1906,190,train
42,1907,190,train
42,1908,190,train
42,1909,190,train
42,1930,193,train
42,1931,193,train
42,1932,193,train
42,1933,193,train
42,1934,193,train
42,1935,193,train
42,1936,193,train
42,1937,193,train
42,1938,193,train
42,1939,193,train
42,1970,197,train
42,1971,197,train
42,1972,197,train
42,1973,197,train
42,1974,197,train
42,1975,197,train
42,1976,197,train
42,1977,197,train
42,1978,197,train
42,1979,197,train
42,1980,198,train
42,1981,198,train
42,1982,198,train
42,1983,198,train
42,1984,198,train
42,1985,198,train
42,1986,198,train
42,1987,198,train
42,1988,198,train
42,1989,198,train
42,2000,200,train
42,2001,200,train
42,2002,200,train
42,2003,200,train
42,2004,200,train
42,2005,200,train
42,2006,200,train
42,2007,200,train
42,2008,200,train
42,2009,200,train
42,2010,201,train
42,2011,201,train
42,2012,201,train
42,2013,201,train
42,2014,201,train
42,2015,201,train
42,2016,201,train
42,2017,201,train
42,2018,201,train
42,2019,201,train
42,2020,202,train
42,2021,202,train
42,2022,202,train
42,2023,202,train
42,2024,202,train
42,2025,202,train
42,2026,202,train
42,2027,202,train
42,2028,202,train
42,2029,202,train
42,2030,203,train
42,2031,203,train
42,2032,203,train
42,2033,203,train
42,2034,203,train
42,2035,203,train
42,2036,203,train
42,2037,203,train
42,2038,203,train
42,2039,203,train
42,2060,206,train
42,2061,206,train
42,2062,206,train
42,2063,206,train
42,2064,206,train
42,2065,206,train
42,2066,206,train
42,2067,206,train
42,2068,206,train
42,2069,206,train
42,2070,207,train
42,2071,207,train
42,2072,207,train
42,2073,207,train
42,2074,207,train
42,2075,207,train
42,2076,207,train
42,2077,207,train
42,2078,207,train
42,2079,207,train
42,2100,210,train
42,2101,210,train
42,2102,210,train
42,2103,210,train
42,2104,210,train
42,2105,210,train
42,2106,210,train
42,2107,210,train
42,2108,210,train
42,2109,210,train
42,2120,212,train
42,2121,212,train
42,2122,212,train
42,2123,212,train
42,2124,212,train
42,2125,212,train
42,2126,212,train
42,2127,212,train
42,2128,212,train
42,2129,212,train
42,2130,213,train
42,2131,213,train
42,2132,213,train
42,2133,213,train
42,2134,213,train
42,2135,213,train
42,2136,213,train
42,2137,213,train
42,2138,213,train
42,2139,213,train
42,2150,215,train
42,2151,215,train
42,2152,215,train
42,2153,215,train
42,2154,215,train
42,2155,215,train
42,2156,215,train
42,2157,215,train
42,2158,215,train
42,2159,215,train
42,2160,216,train
42,2161,216,train
42,2162,216,train
42,2163,216,train
42,2164,216,train
42,2165,216,train
42,2166,216,train
42,2167,216,train
42,2168,216,train
42,2169,216,train
42,2170,217,train
42,2171,217,train
42,2172,217,train
42,2173,217,train
42,2174,217,train
42,2175,217,train
42,2176,217,train
42,2177,217,train
42,2178,217,train
42,2179,217,train
42,2190,219,train
42,2191,219,train
42,2192,219,train
42,2193,219,train
42,2194,219,train
42,2195,219,train
42,2196,219,train
42,2197,219,train
42,2198,219,train
42,2199,219,train
42,2220,222,train
42,2221,222,train
42,2222,222,train
42,2223,222,train
42,2224,222,train
42,2225,222,train
42,2226,222,train
42,2227,222,train
42,2228,222,train
42,2229,222,train
42,2230,223,train
42,2231,223,train
42,2232,223,train
42,2233,223,train
42,2234,223,train
42,2235,223,train
42,2236,223,train
42,2237,223,train
42,2238,223,train
42,2239,223,train
42,2240,224,train
42,2241,224,train
42,2242,224,train
42,2243,224,train
42,2244,224,train
42,2245,224,train
42,2246,224,train
42,2247,224,train
42,2248,224,train
42,2249,224,train
42,2250,225,train
42,2251,225,train
42,2252,225,train
42,2253,225,train
42,2254,225,train
42,2255,225,train
42,2256,225,train
42,2257,225,train
42,2258,225,train
42,2259,225,train
42,2260,226,train
42,2261,226,train
42,2262,226,train
42,2263,226,train
42,2264,226,train
42,2265,226,train
42,2266,226,train
42,2267,226,train
42,2268,226,train
42,2269,226,train
42,2270,227,train
42,2271,227,train
42,2272,227,train
42,2273,227,train
42,2274,227,train
42,2275,227,train
42,2276,227,train
42,2277,227,train
42,2278,227,train
42,2279,227,train
42,2280,228,train
42,2281,228,train
42,2282,228,train
42,2283,228,train
42,2284,228,train
42,2285,228,train
42,2286,228,train
42,2287,228,train
42,2288,228,train
42,2289,228,train
42,2310,231,train
42,2311,231,train
42,2312,231,train
42,2313,231,train
42,2314,231,train
42,2315,231,train
42,2316,231,train
42,2317,231,train
42,2318,231,train
42,2319,231,train
42,2320,232,train
42,2321,232,train
42,2322,232,train
42,2323,232,train
42,2324,232,train
42,2325,232,train
42,2326,232,train
42,2327,232,train
42,2328,232,train
42,2329,232,train
42,2340,234,train
42,2341,234,train
42,2342,234,train
42,2343,234,train
42,2344,234,train
42,2345,234,train
42,2346,234,train
42,2347,234,train
42,2348,234,train
42,2349,234,train
42,2370,237,train
42,2371,237,train
42,2372,237,train
42,2373,237,train
42,2374,237,train
42,2375,237,train
42,2376,237,train
42,2377,237,train
42,2378,237,train
42,2379,237,train
42,2380,238,train
42,2381,238,train
42,2382,238,train
42,2383,238,train
42,2384,238,train
42,2385,238,train
42,2386,238,train
42,2387,238,train
42,2388,238,train
42,2389,238,train
42,2400,240,train
42,2401,240,train
42,2402,240,train
42,2403,240,train
42,2404,240,train
42,2405,240,train
42,2406,240,train
42,2407,240,train
42,2408,240,train
42,2409,240,train
42,2410,241,train
42,2411,241,train
42,2412,241,train
42,2413,241,train
42,2414,241,train
42,2415,241,train
42,2416,241,train
42,2417,241,train
42,2418,241,train
42,2419,241,train
42,2420,242,train
42,2421,242,train
42,2422,242,train
42,2423,242,train
42,2424,242,train
42,2425,242,train
42,2426,242,train
42,2427,242,train
42,2428,242,train
42,2429,242,train
42,2430,243,train
42,2431,243,train
42,2432,243,train
42,2433,243,train
42,2434,243,train
42,2435,243,train
42,2436,243,train
42,2437,243,train
42,2438,243,train
42,2439,243,train
42,2460,246,train
42,2461,246,train
42,2462,246,train
42,2463,246,train
42,2464,246,train
42,2465,246,train
42,2466,246,train
42,2467,246,train
42,2468,246,train
42,2469,246,train
42,2500,250,train
42,2501,250,train
42,2502,250,train
42,2503,250,train
42,2504,250,train
42,2505,250,train
42,2506,250,train
42,2507,250,train
42,2508,250,train
42,2509,250,train
42,2510,251,train
42,2511,251,train
42,2512,251,train
42,2513,251,train
42,2514,251,train
42,2515,251,train
42,2516,251,train
42,2517,251,train
42,2518,251,train
42,2519,251,train
42,2520,252,train
42,2521,252,train
42,2522,252,train
42,2523,252,train
42,2524,252,train
42,2525,252,train
42,2526,252,train
42,2527,252,train
42,2528,252,train
42,2529,252,train
42,2560,256,train
42,2561,256,train
42,2562,256,train
42,2563,256,train
42,2564,256,train
42,2565,256,train
42,2566,256,train
42,2567,256,train
42,2568,256,train
42,2569,256,train
42,2570,257,train
42,2571,257,train
42,2572,257,train
42,2573,257,train
42,2574,257,train
42,2575,257,train
42,2576,257,train
42,2577,257,train
42,2578,257,train
42,2579,257,train
42,2620,262,train
42,2621,262,train
42,2622,262,train
42,2623,262,train
42,2624,262,train
42,2625,262,train
42,2626,262,train
42,2627,262,train
42,2628,262,train
42,2629,262,train
42,2640,264,train
42,2641,264,train
42,2642,264,train
42,2643,264,train
42,2644,264,train
